ORACLE_TABLE_ID,ORACLE_COL_NAME,ORACLE_COL_DESCRIPTION,ORACLE_DATATYPE
50650.0,CALENDAR,Name of special calendar associated with the term line,V
51921.0,PA_EXPENDITURE_ORG_ID,Organization identifier for the expenditure organization,N
51842.0,ACTIVITY,Activity name,V
51842.0,ACTIVITY_ID,Activity identifier,N
51842.0,ATTRIBUTE1,Descriptive Flexfield segment,V
51842.0,ATTRIBUTE10,Descriptive Flexfield segment,V
51842.0,ATTRIBUTE11,Descriptive Flexfield segment,V
51842.0,ATTRIBUTE12,Descriptive Flexfield segment,V
51842.0,ATTRIBUTE13,Descriptive Flexfield segment,V
51842.0,ATTRIBUTE14,Descriptive Flexfield segment,V
51842.0,ATTRIBUTE15,Descriptive Flexfield segment,V
51842.0,ATTRIBUTE2,Descriptive Flexfield segment,V
51842.0,ATTRIBUTE3,Descriptive Flexfield segment,V
51842.0,ATTRIBUTE4,Descriptive Flexfield segment,V
51842.0,ATTRIBUTE5,Descriptive Flexfield segment,V
51842.0,ATTRIBUTE6,Descriptive Flexfield segment,V
51842.0,ATTRIBUTE7,Descriptive Flexfield segment,V
51842.0,ATTRIBUTE8,Descriptive Flexfield segment,V
51842.0,ATTRIBUTE9,Descriptive Flexfield segment,V
51842.0,ATTRIBUTE_CATEGORY,Descriptive flexfield structure defining column,V
51842.0,CREATED_BY,Standard Who column,N
51842.0,CREATION_DATE,Standard Who column,D
51842.0,DEFAULT_BASIS_TYPE,Default basis for the activity,N
51842.0,DESCRIPTION,Description,V
51842.0,DISABLE_DATE,Date activity becomes inactive,D
51842.0,LAST_UPDATED_BY,Standard Who column,N
51842.0,LAST_UPDATE_DATE,Standard Who column,D
51842.0,LAST_UPDATE_LOGIN,Standard Who column,N
51842.0,ORGANIZATION_ID,Organization identifier,N
51842.0,OUTPUT_UOM,Activity measurement unit,V
51842.0,PROGRAM_APPLICATION_ID,Concurrent Who column,N
51842.0,PROGRAM_ID,Concurrent Who column,N
51842.0,PROGRAM_UPDATE_DATE,Concurrent Who column,D
51842.0,REQUEST_ID,Concurrent Who column,N
51842.0,VALUE_ADDED_ACTIVITY_FLAG,Flag indicating whether the activity adds value,V
52593.0,GLOBAL_ATTRIBUTE3,Reserved For Globalization Functionality,V
52593.0,PRIMARY_SALESREP_ID,Identifies a salesperson associated with a business site; this would also be used to default salesrep in the Transactions window. The hierarchy of defaulting would follow from Bill To - Ship To - Customer (if not a multi-org setup).,N
69812.0,ATTRIBUTE14,Descriptive flexfield segment,V
69812.0,ATTRIBUTE15,Descriptive flexfield segment,V
69812.0,ATTRIBUTE2,Descriptive flexfield segment,V
69812.0,ATTRIBUTE3,Descriptive flexfield segment,V
69812.0,ATTRIBUTE4,Descriptive flexfield segment,V
69812.0,ATTRIBUTE5,Descriptive flexfield segment,V
69812.0,ATTRIBUTE6,Descriptive flexfield segment,V
69812.0,ATTRIBUTE7,Descriptive flexfield segment,V
69812.0,BILL_OF_LADING,Bill of lading number,V
69812.0,COMMENTS,Receiver's or Approver's comments,V
69812.0,CREATED_BY,Standard who column - user who created this row (foreign key to FND_USER.USER_ID).,N
69812.0,CREATION_DATE,Standard who column - date when this row was created.,D
69812.0,EMPLOYEE_ID,Employee unique identifier,N
69812.0,EXPECTED_RECEIPT_DATE,Expected arrival date of the shipment,D
69812.0,FREIGHT_CARRIER_CODE,Carrier responsible for shipping,V
69812.0,GOVERNMENT_CONTEXT,USSGL descriptive flexfield context column,V
69812.0,LAST_UPDATED_BY,Standard who column - user who last updated this row (foreign key to FND_USER.USER_ID).,N
69812.0,LAST_UPDATE_DATE,Standard Who column - date when a user last updated this row.,D
69812.0,LAST_UPDATE_LOGIN,Standard who column - operating system login of user who last updated this row (foreign key to FND_LOGINS.LOGIN_ID).,N
69812.0,NUM_OF_CONTAINERS,Number of containers in the shipment,N
69812.0,ORGANIZATION_ID,Source organization unique identifier,N
69812.0,PACKING_SLIP,Packing slip number,V
69812.0,PROGRAM_APPLICATION_ID,Concurrent Program who column - application id of the program that last updated this row (foreign key to FND_APPLICATION.APPLICATION_ID).,N
69812.0,PROGRAM_ID,Concurrent Program who column - program id of the program that last updated this row (foreign key to FND_CONCURRENT_PROGRAM.CONCURRENT_PROGRAM_ID).,N
69812.0,PROGRAM_UPDATE_DATE,Concurrent Program who column - date when a program last updated this row).,D
69812.0,RECEIPT_NUM,Receipt number,V
69812.0,RECEIPT_SOURCE_CODE,Source type of the shipment,V
69812.0,REQUEST_ID,Concurrent Program who column - concurrent request id of the program that last updated this row (foreign key to FND_CONCURRENT_REQUESTS.REQUEST_ID).,N
69812.0,SHIPMENT_HEADER_ID,Receipt header unique identifier,N
69812.0,SHIPMENT_NUM,Shipment number assigned by the shipment's source,V
69812.0,SHIPPED_DATE,Shipping date,D
69812.0,SHIP_TO_LOCATION_ID,Ship-to location unique identifier,N
69812.0,USSGL_TRANSACTION_CODE,United States standard general ledger transaction code,V
69812.0,VENDOR_ID,Source supplier unique identifier,N
69812.0,VENDOR_SITE_ID,Source supplier site unique identifier,N
69812.0,WAYBILL_AIRBILL_NUM,Waybill or airbill number,V
55164.0,CATEGORY_ID,Unique identifier sourced from the FND_DOCUMENT_CATEGORIES_S sequence,N
55164.0,CREATED_BY,Standard Who column,N
55164.0,CREATION_DATE,Standard Who column,D
55164.0,DATATYPE_ID,Datatype identifier,N
55164.0,DOCUMENT_ID,Document identifier,N
55164.0,END_DATE_ACTIVE,Date on which the document is no longer available for use,D
55164.0,IMAGE_TYPE,Image format,V
55164.0,LAST_UPDATED_BY,Standard Who column,N
55164.0,LAST_UPDATE_DATE,Standard Who column,D
55164.0,LAST_UPDATE_LOGIN,Standard Who column,N
55164.0,PROGRAM_APPLICATION_ID,Program application identifier,N
55164.0,PROGRAM_ID,Program identifier,N
55164.0,PROGRAM_UPDATE_DATE,Last update date of this record,D
55164.0,PUBLISH_FLAG,A flag that determines if a document is shared outside it's security type,V
55164.0,REQUEST_ID,Request identifier,N
55164.0,SECURITY_ID,ID associated with the security type (if security_type <>4),N
55164.0,START_DATE_ACTIVE,Date on which the document is available for use,D
55164.0,USAGE_TYPE,Indicator of how the document can be used,V
55165.0,LONG_TEXT,Long text,L
55165.0,MEDIA_ID,Media identifier,N
597.0,FEM_ENABLED_FLAG,Indicates whether this rate type is available for use by Enterprise Planning and Budgeting,V
597.0,FEM_RATE_TYPE_CODE,Indicates if this rate is an average rate or an ending rate for Enterprise Planning and Budgeting purposes,V
597.0,FEM_SCENARIO, Scenario under which this conversion type is used for Enterprise Planning and Budgeting,V
597.0,FEM_TIMEFRAME,Time frame that this rate covers for Enterprise Planning and Budgeting purposes,N
597.0,SECURITY_FLAG,Enable definition access set security flag,V
53969.0,ORG_ID,Operating unit identifier for multi-organization installations,N
53969.0,RESOURCE_ACCUMULATED_FLAG,Flag to indicate whether this cost distribution lines is resource accumulated or not. The cost distribution line may be accumulated in the current reporting period or future periods. In both cases the resource accum flag will be = 'Y',V
53977.0,ALLOWABLE_FUNDING_LEVEL_CODE,Option to control level of funding based on project type.   Used in Enter Agreements and Funding,V
53977.0,ALLOW_COST_BUDGET_ENTRY_FLAG,Indicates whether to allow entry of cost budgets,V
53977.0,CAPITAL_COST_TYPE_CODE,Specifies whether to capitalize raw or burdened costs for a capital project,V
53977.0,CIP_GROUPING_METHOD_CODE,Specifies how to group costs for a capital project,V
53977.0,COST_BUDGET_ENTRY_METHOD_CODE,Default entry method used for cost budgets,V
53977.0,COST_BUDGET_RESOURCE_LIST_ID,Default resource list used for cost budgets,N
53977.0,DEFAULT_RESOURCE_LIST_ID,Default resource list for project summarization,N
53977.0,INTERFACE_ASSET_COST_CODE,Specifies whether to interface  capital costs to GL or FA.  Currently always set to FA.,V
53977.0,INTERFACE_COMPLETE_ASSET_FLAG,Specifies whether to interface asset lines even if the asset definition is not complete,V
53977.0,ORG_ID,Operating unit identifier for multi-organization installations,N
53977.0,PROJECT_TYPE_CLASS_CODE,Indicates the class of project type,V
53977.0,REV_BUDGET_ENTRY_METHOD_CODE,Default entry method used for revenue budgets,V
53977.0,REV_BUDGET_RESOURCE_LIST_ID,Default resource list used for revenue budgets,N
57856.0,ATTRIBUTE11,Descriptive flexfield segment,V
57856.0,ATTRIBUTE12,Descriptive flexfield segment,V
57856.0,ATTRIBUTE13,Descriptive flexfield segment,V
597.0,ATTRIBUTE7,Descriptive flexfield segment,V
597.0,ATTRIBUTE8,Descriptive flexfield segment,V
597.0,ATTRIBUTE9,Descriptive flexfield segment,V
597.0,CONTEXT,Descriptive flexfield context,V
597.0,CONVERSION_TYPE,Conversion type name,V
597.0,CREATED_BY,Standard Who column,N
597.0,CREATION_DATE,Standard Who column,D
597.0,DESCRIPTION,Conversion type description,V
597.0,LAST_UPDATED_BY,Standard Who column,N
597.0,LAST_UPDATE_DATE,Standard Who column,D
597.0,LAST_UPDATE_LOGIN,Standard Who column,N
597.0,USER_CONVERSION_TYPE,Conversion type user defined name,V
69775.0,CHANGE_SUMMARY,Description of changes made. This information is entered by the Buyer when submitting the document for approval and may be used in generating an amendment document.,V
69775.0,DOCUMENT_CREATION_METHOD,"Document Creation Method - Autocreate, Enter PO, copy, etc...",V
69775.0,SHIPPING_CONTROL,Indicator of who is responsible for arranging transportation,V
69775.0,VENDOR_ORDER_NUM,Supplier's order number for release,V
67692.0,ATTRIBUTE21,Descriptive flexfield column.,V
67692.0,ATTRIBUTE22,Descriptive flexfield column.,V
67692.0,ATTRIBUTE23,Descriptive flexfield column.,V
67692.0,ATTRIBUTE24,Descriptive flexfield column.,V
67692.0,ATTRIBUTE25,Descriptive flexfield column.,V
67692.0,ATTRIBUTE26,Descriptive flexfield column.,V
67692.0,ATTRIBUTE27,Descriptive flexfield column.,V
67692.0,ATTRIBUTE28,Descriptive flexfield column.,V
67692.0,ATTRIBUTE29,Descriptive flexfield column.,V
67692.0,ATTRIBUTE30,Descriptive flexfield column.,V
51855.0,EST_SCRAP_ACCOUNT,Estimated Scrap account,N
51855.0,EST_SCRAP_VAR_ACCOUNT,Estimated Scrap variance account,N
53977.0,INCLUDE_GAINS_LOSSES_FLAG,This column indicates whether  gains and losses  to be included in project revenue or not. Valid values are Y or N,V
53977.0,NON_LAB_STD_BILL_RT_SCH_ID,Non labor standard bill rate schedule ID.,N
53977.0,REVALUATE_FUNDING_FLAG,This column indicates whether  the funding has to be revaluated or not. Valid values are Y or N,V
53977.0,RLZD_GAINS_EVENT_TYPE_ID,The event type that classifies the event for realized gains events,N
53977.0,RLZD_LOSSES_EVENT_TYPE_ID,The event type that classifies the event for realized losses events,N
53977.0,TOTAL_BURDEN_FLAG,Flag that indicates whether C and D lines are to be created for projects of this project type,V
50671.0,RETROACTIVE_DATE,Column used to store the timestamp of a retroactive price change,D
69741.0,CBC_ACCOUNTING_DATE,Column used to store the accounting action date for dual budgetary control functionality.,D
69741.0,CHANGE_REQUESTED_BY,Change Requested By will track changes to Purchase Document from Supplier/ Requester,V
69741.0,CONSIGNED_CONSUMPTION_FLAG,Flag  indicates that  the purchase order is a consumption advice,V
69741.0,CONSUME_REQ_DEMAND_FLAG,Used by Oracle Sourcing- Tells whether user wanted to consume the req demand when creating a blanket,V
69741.0,GLOBAL_AGREEMENT_FLAG,Global agreement flag,V
69780.0,CBC_ACCOUNTING_DATE,Column used to store the accounting action date for dual budgetary controls,D
69780.0,CHANGE_PENDING_FLAG,Indicates whether requisition is in Change Order process or not,V
57856.0,BUCKETING_PERIOD_CODE,Determines whether bucket is for preceding or succeeding periods,V
57856.0,BUDGET_LINE_ID,Unique identifier of budget line,N
57856.0,BUDGET_VERSION_ID,Unique identifier of budget version,N
57856.0,PROJECT_BURDENED_COST,The project burdened cost,N
57856.0,PROJECT_COST_EXCHANGE_RATE,The project cost exchange rate,N
57856.0,PROJECT_COST_RATE_DATE,The cost rate date for project currency,D
57856.0,PROJECT_COST_RATE_DATE_TYPE,The project cost rate date type,V
57856.0,PROJECT_COST_RATE_TYPE,The project cost rate type,V
57856.0,PROJECT_CURRENCY_CODE,The project currency code,V
57856.0,PROJECT_RAW_COST,The project raw cost,N
57856.0,PROJECT_REVENUE,The project revenue,N
57856.0,PROJECT_REV_EXCHANGE_RATE,The project revenue exchange rate,N
57856.0,PROJECT_REV_RATE_DATE,The revenue rate date for project currency,D
57856.0,PROJECT_REV_RATE_DATE_TYPE,The project revenue rate date type,V
57856.0,PROJECT_REV_RATE_TYPE,The project revenue rate type,V
57856.0,PROJFUNC_COST_EXCHANGE_RATE,The project functional cost exchange rate,N
57856.0,PROJFUNC_COST_RATE_DATE,The cost rate date for project functional currency,D
57856.0,PROJFUNC_COST_RATE_DATE_TYPE,The project functional cost rate date type,V
50218.0,ADDRESS_LINE3,Third address line of payment,V
50218.0,ADDRESS_LINE4,Fourth address line of payment.  Used for flexible address formatting,V
50218.0,ADDRESS_STYLE,"Used as context value in FAF descr flexs.  Do not populate.  Instead, join to FND_TERRITORIES where territory_code=country",V
50218.0,AMOUNT,Indicates payment amount in payment currency.,N
50218.0,ATTRIBUTE1,Descriptive flexfield segment,V
50218.0,ATTRIBUTE10,Descriptive flexfield segment,V
50218.0,ATTRIBUTE11,Descriptive flexfield segment,V
50218.0,ATTRIBUTE12,Descriptive flexfield segment,V
50218.0,ATTRIBUTE13,Descriptive flexfield segment,V
50218.0,ATTRIBUTE14,Descriptive flexfield segment,V
50218.0,ATTRIBUTE15,Descriptive flexfield segment,V
50218.0,ATTRIBUTE2,Descriptive flexfield segment,V
50218.0,ATTRIBUTE3,Descriptive flexfield segment,V
50218.0,ATTRIBUTE4,Descriptive flexfield segment,V
50218.0,ATTRIBUTE5,Descriptive flexfield segment,V
50218.0,ATTRIBUTE6,Descriptive flexfield segment,V
50218.0,ATTRIBUTE7,Descriptive flexfield segment,V
50218.0,ATTRIBUTE8,Descriptive flexfield segment,V
50218.0,ATTRIBUTE9,Descriptive flexfield segment,V
50218.0,ATTRIBUTE_CATEGORY,Descriptive flexfield structure definition column.,V
50218.0,BANK_ACCOUNT_ID,No longer used,N
50218.0,BANK_ACCOUNT_NAME,The bank account name from which payment is made.,V
50218.0,BANK_ACCOUNT_NUM,Supplier's bank account number for electronic payment purposes,V
50218.0,BANK_ACCOUNT_TYPE,Supplier's bank account type code for electronic payment  purposes,V
53969.0,EVENT_ID,FThe column shall be populated during Generate Accounting program of SLA. It represents the event created in SLA tables for draft revenue num for a project created in PA tables,N
53969.0,REVTRANS_CURRENCY_CODE,Revenue transaction currency code,V
53969.0,REVTRANS_UBR_DR,UBR Debit amount in Revenue Transaction Currency,N
53969.0,REVTRANS_UER_CR,UER credit amount in Revenue transaction currency,N
57856.0,PM_BUDGET_LINE_REFERENCE,The identifier of the budget in the external project management system from which the budget was imported,V
57856.0,PM_PRODUCT_CODE,The identifier of the external project management system from which the budget was imported.,V
57858.0,ADW_NOTIFY_FLAG,The flag that indicates whether this row needs to be sent to the interface table or not. This column is required for Oracle Project Analysis Collection Pack.,V
57858.0,PM_BUDGET_REFERENCE,The identifier of the budget in the external project management system from which the budget was imported,V
57858.0,PM_PRODUCT_CODE,The identifier of the external project management system from which the budget was imported.,V
57858.0,WF_STATUS_CODE,This column stores the workflow status code for Budget Approval workflows,V
50671.0,AUCTION_DISPLAY_NUMBER,Reference to the negotiation number in sourcing,V
50671.0,AUCTION_HEADER_ID,Reference to the negotiation id in sourcing. (References PON_AUCTION_HEADERS_ALL.auction_header_id.),N
50671.0,AUCTION_LINE_NUMBER,Reference to the negotiation line number in Sourcing,N
50671.0,BID_LINE_NUMBER,Reference to the Bid line in sourcing,N
50671.0,BID_NUMBER,Reference to the bid number in sourcing,N
50671.0,OKE_CONTRACT_HEADER_ID,Contract identifier from Oracle Contracts. (References OKC_K_HEADERS_B.id.),N
50671.0,OKE_CONTRACT_VERSION_ID,Version identifier for contract.,N
50671.0,PREFERRED_GRADE,Preferred quality grade for the item ordered,V
50671.0,SECONDARY_QUANTITY,OPM: Secondary Quantity ordered on the line,N
50671.0,SECONDARY_UNIT_OF_MEASURE,OPM: Secondary unit of measure for the quantity ordered,V
69741.0,XML_CHANGE_SEND_DATE,"Date on which the po change XML document generation date, if delivery option is XML.",D
69741.0,XML_FLAG,Indicator whether the delivery option is through XML.  Y if so.,V
69741.0,XML_SEND_DATE,"Date on which XML document is created, if XML delivery is used.",D
69775.0,XML_CHANGE_SEND_DATE,"The change XML document generation date, if XML delivery option is chosen.",D
69775.0,XML_FLAG,Indicator for the delivery option of the PO document is through XML or not.  Y if so.,V
69775.0,XML_SEND_DATE,"The XML document generation date, if XML delivery option is chosen.",D
51855.0,BRIDGING_ACCOUNT,Bridging account,N
51855.0,EXPENSE_ACCOUNT,General Ledger account to accumulate expense charges for a job or schedule,N
51855.0,SYSTEM_OPTION_ID,System option Identifier,N
50703.0,APPROVAL_DATE,Date the ECO was approved,D
50703.0,APPROVAL_LIST_ID,Identifier of the list of approvers for the ECO,N
50703.0,APPROVAL_REQUEST_DATE,Date the approval status is changed to 'Approval requested',D
50703.0,APPROVAL_STATUS_TYPE,Approval status type code,N
50703.0,ATTRIBUTE1,Descriptive flexfield segment,V
50703.0,ATTRIBUTE10,Descriptive flexfield segment,V
50703.0,ATTRIBUTE11,Descriptive flexfield segment,V
50703.0,ATTRIBUTE12,Descriptive flexfield segment,V
50703.0,ATTRIBUTE13,Descriptive flexfield segment,V
50703.0,ATTRIBUTE14,Descriptive flexfield segment,V
50703.0,ATTRIBUTE15,Descriptive flexfield segment,V
50703.0,ATTRIBUTE2,Descriptive flexfield segment,V
50703.0,ATTRIBUTE3,Descriptive flexfield segment,V
50703.0,ATTRIBUTE4,Descriptive flexfield segment,V
50703.0,ATTRIBUTE5,Descriptive flexfield segment,V
50703.0,ATTRIBUTE6,Descriptive flexfield segment,V
50703.0,ATTRIBUTE7,Descriptive flexfield segment,V
50703.0,ATTRIBUTE8,Descriptive flexfield segment,V
50703.0,ATTRIBUTE9,Descriptive flexfield segment,V
50703.0,ATTRIBUTE_CATEGORY,Descriptive flexfield structure defining column,V
50703.0,CANCELLATION_COMMENTS,Cancellation comments,V
50703.0,CANCELLATION_DATE,Cancellation date of the entire ECO,D
50703.0,CHANGE_NOTICE,Engineering change order number,V
50703.0,CHANGE_ORDER_TYPE_ID,Change order type id,N
50703.0,CREATED_BY,Standard Who column,N
50703.0,CREATION_DATE,Standard Who column,D
53977.0,SPONSORED_FLAG,Sponsored Flag,V
51921.0,SCRAP_ACCOUNT,Scrap account of department,N
53977.0,BASELINE_FUNDING_FLAG,Baseline funding without budget,V
53977.0,ORG_PROJECT_FLAG,The identifier of organization project.,V
53977.0,PROJECT_TYPE_ID,The identifier that uniquely defines the project type,N
69775.0,APPROVED_DATE,Date the release was approved,D
69775.0,APPROVED_FLAG,Indicates whether the release is approved or not,V
69775.0,ATTRIBUTE1,Descriptive flexfield segment,V
69775.0,ATTRIBUTE10,Descriptive flexfield segment,V
69775.0,ATTRIBUTE11,Descriptive flexfield segment,V
69775.0,ATTRIBUTE12,Descriptive flexfield segment,V
69775.0,ATTRIBUTE13,Descriptive flexfield segment,V
69775.0,ATTRIBUTE14,Descriptive flexfield segment,V
69775.0,ATTRIBUTE15,Descriptive flexfield segment,V
69775.0,ATTRIBUTE2,Descriptive flexfield segment,V
69775.0,ATTRIBUTE3,Descriptive flexfield segment,V
69775.0,ATTRIBUTE4,Descriptive flexfield segment,V
69775.0,ATTRIBUTE5,Descriptive flexfield segment,V
69775.0,ATTRIBUTE6,Descriptive flexfield segment,V
69775.0,ATTRIBUTE7,Descriptive flexfield segment,V
69775.0,ATTRIBUTE8,Descriptive flexfield segment,V
69775.0,ATTRIBUTE9,Descriptive flexfield segment,V
69775.0,ATTRIBUTE_CATEGORY,Descriptive flexfield structure definition column.,V
69775.0,AUTHORIZATION_STATUS,Authorization status of the release,V
69775.0,CANCELLED_BY,Unique identifier of the employee who cancelled the release,N
69775.0,CANCEL_DATE,Date the release was cancelled,D
69775.0,CANCEL_FLAG,Indicates whether the release is cancelled or not,V
69775.0,CANCEL_REASON,Reason for cancellation,V
50218.0,BANK_NUM,Supplier's bank number for electronic payment purposes,V
50218.0,BASE_AMOUNT,This is the Payment amount in functional currency. This is derived using the payment amount and the exchange rate,N
50218.0,CHECKRUN_ID,This is the unique identifier assigned to the payment process request.,N
50218.0,CHECKRUN_NAME,This is the Payment Process Request Name in the payment manager.,V
50218.0,CHECK_DATE,Payment date,D
50218.0,CHECK_FORMAT_ID,This corresponds to the Payment Format attached to the payment. The payment format is attached to the payment documents.,N
50218.0,CHECK_ID,Unique internal Identifier for this record. Generated using a database sequence.,N
50218.0,CHECK_NUMBER,Payment number,N
50218.0,CHECK_STOCK_ID,Unique identifier attached to the payment document,N
50218.0,CHECK_VOUCHER_NUM,No Longer Used,N
50218.0,CITY,City,V
50218.0,CLEARED_AMOUNT,Amount disbursed by the bank as on the cleared date. This information is also stored in Cash management,N
50218.0,CLEARED_BASE_AMOUNT,Payment cleared amount in functional currency,N
50218.0,CLEARED_DATE,Date when the bank disbursed the payment. This information is also stored in Cash management.,D
50218.0,CLEARED_EXCHANGE_DATE,This is the date used for calculating the exchange rate for the payments disbursed. This is used only for foreign currency payments.,D
50218.0,CLEARED_EXCHANGE_RATE,This is the exchange rate at which the payment is cleared. This is used only for foreign currency payments.,N
50218.0,CLEARED_EXCHANGE_RATE_TYPE,"This is the exchange rate type like Spot, Corporate etc taken for payment clearing. This is used only for foreign currency payments",V
50218.0,COUNTRY,Country,V
50218.0,COUNTY,Used for flexible address formatting.  Also used for matching AP and AR addresses,V
50218.0,CREATED_BY,Standard who column - unique internal identifier of user who created this row. Foreign key to the USER_ID column of the FND_USER table.,N
50218.0,CREATION_DATE,Standard who column - date when this row was created.,D
50218.0,CURRENCY_CODE,Indicates payment currency code in which payment is made.,V
50218.0,DOC_CATEGORY_CODE,Sequential Numbering (voucher number) document category for payment,V
50218.0,DOC_SEQUENCE_ID,Sequential Numbering document sequence identifier,N
50218.0,DOC_SEQUENCE_VALUE,Voucher number (sequential numbering) for payment,N
50218.0,EXCHANGE_DATE,This is the date on which the exchange rate is effective. Applicable for foreign currency payments.,D
50218.0,EXCHANGE_RATE,Exchange rate for foreign currency payment,N
50218.0,EXCHANGE_RATE_TYPE,"This is the exchange rate type like Spot, Corporate etc used for foreign currency payments",V
50218.0,FUTURE_PAY_DUE_DATE,Negotiable date for future dated payment,D
50218.0,LAST_UPDATED_BY,Standard who column - unique internal identifier user who last updated this row. Foreign key to the USER_ID column of the FND_USER table.,N
50218.0,LAST_UPDATE_DATE,Standard Who column - date when a user last updated this row.,D
50218.0,LAST_UPDATE_LOGIN,Standard who column - operating system login of user who last updated this row. Foreign key to the LOGIN_ID column of the FND_LOGINS table.,N
50218.0,ORG_ID,Unique internal identifier of the Operating Unit to which the payment belongs,N
50218.0,PAYMENT_METHOD_LOOKUP_CODE,Indicates the payment method.,V
50218.0,PAYMENT_TYPE_FLAG,"This flag indicates the payment type. The possible values are quick payments, manual payments, refunds etc.",V
50218.0,PROVINCE,No longer used,V
50218.0,RECONCILIATION_BATCH_ID,No Longer Used,N
50218.0,RELEASED_AT,No longer used,V
50218.0,RELEASED_BY,User that released stop payment,N
50218.0,REQUEST_ID,Concurrent Program who column - concurrent request id of the program that last updated this row. Foreign key to FND_CONCURRENT_REQUESTS.REQUEST_ID.,N
50218.0,STATE,State,V
50218.0,STATUS_LOOKUP_CODE,"Indicates the current status of payment. The possible payment status can be Negotiable, Set up, Spoiled, Cleared etc",V
50218.0,STOPPED_AT,No longer used,V
50218.0,STOPPED_BY,User that recorded stop payment,N
50218.0,TREASURY_PAY_DATE,No Longer Used,D
50218.0,TREASURY_PAY_NUMBER,No Longer Used,N
50218.0,USSGL_TRANSACTION_CODE,Transaction code for creating US Standard General Ledger journal entries,V
50218.0,USSGL_TRX_CODE_CONTEXT,USSGL Transaction Code Descriptive Flexfield context column,V
50218.0,VENDOR_ID,"This is the unique identifier of supplier. In Cash management, these fields are used to Find Transactions by Supplier so that these transactions can be cleared.",N
50218.0,VENDOR_NAME,Supplier name,V
50218.0,VENDOR_SITE_CODE,The Supplier site code of payment.,V
50218.0,VENDOR_SITE_ID,"This is the unique identifier of supplier site. In Cash management, these fields are used to Find Transactions by Supplier so that these transactions can be cleared",N
50218.0,VOID_DATE,Payment void date,D
50218.0,WITHHOLDING_STATUS_LOOKUP_CODE,No longer used,V
50218.0,ZIP,State or province postal code,V
52595.0,ATTRIBUTE1,Descriptive flexfield segment,V
52595.0,ATTRIBUTE10,Descriptive flexfield segment,V
52595.0,ATTRIBUTE11,Descriptive flexfield segment,V
52595.0,ATTRIBUTE12,Descriptive flexfield segment,V
52595.0,ATTRIBUTE13,Descriptive flexfield segment,V
52595.0,ATTRIBUTE14,Descriptive flexfield segment,V
52595.0,ATTRIBUTE15,Descriptive flexfield segment,V
52595.0,ATTRIBUTE2,Descriptive flexfield segment,V
52595.0,ATTRIBUTE3,Descriptive flexfield segment,V
52595.0,ATTRIBUTE4,Descriptive flexfield segment,V
52595.0,ATTRIBUTE5,Descriptive flexfield segment,V
52595.0,ATTRIBUTE6,Descriptive flexfield segment,V
52595.0,ATTRIBUTE7,Descriptive flexfield segment,V
52595.0,ATTRIBUTE8,Descriptive flexfield segment,V
52595.0,ATTRIBUTE9,Descriptive flexfield segment,V
52595.0,ATTRIBUTE_CATEGORY,Descriptive flexfield structure definition column.,V
52595.0,BASE_AMOUNT,Sum of the relative amount for the installments,N
52595.0,CALC_DISCOUNT_ON_LINES_FLAG,Flag to calculate discounts on line amounts only or on the entire invoice amount,V
52595.0,CREATED_BY,Standard who column - user who created this row (foreign key to FND_USER.USER_ID).,N
52595.0,CREATION_DATE,Standard who column - date when this row was created.,D
52595.0,CREDIT_CHECK_FLAG,Credit checking flag,V
52595.0,DUE_CUTOFF_DAY,Cutoff day with proxima terms when due date is extended one month,N
52595.0,END_DATE_ACTIVE,Date record becomes inactive,D
52595.0,FIRST_INSTALLMENT_CODE,"Flag to put freight, tax on the first installment or to allocate it over all installments",V
52595.0,IN_USE,Flag to indicate whether this payment term was referenced in a transaction,V
52595.0,LAST_UPDATED_BY,Standard who column - user who last updated this row (foreign key to FND_USER.USER_ID).,N
52595.0,LAST_UPDATE_DATE,Standard Who column - date when a user last updated this row.,D
52595.0,LAST_UPDATE_LOGIN,Standard who column - operating system login of user who last updated this row (foreign key to FND_LOGINS.LOGIN_ID).,N
52595.0,PARTIAL_DISCOUNT_FLAG,Flag to allow discounts on partial payments,V
52595.0,PRINTING_LEAD_DAYS,"This is the number of days between the print date and the due date. If this column is null, the invoice is printed on the invoice date.  If this column is filled in, the invoice is printed this number of days before the due date.",N
52595.0,START_DATE_ACTIVE,Date record becomes active,D
52595.0,TERM_ID,Payment term identifier,N
52546.0,GLOBAL_ATTRIBUTE1,Reserved for country-specific functionality,V
52546.0,GLOBAL_ATTRIBUTE10,Reserved for country-specific functionality,V
52546.0,GLOBAL_ATTRIBUTE11,Reserved for country-specific functionality,V
52546.0,GLOBAL_ATTRIBUTE12,Reserved for country-specific functionality,V
52546.0,GLOBAL_ATTRIBUTE13,Reserved for country-specific functionality,V
52546.0,GLOBAL_ATTRIBUTE14,Reserved for country-specific functionality,V
52546.0,GLOBAL_ATTRIBUTE15,Reserved for country-specific functionality,V
52546.0,GLOBAL_ATTRIBUTE16,Reserved for country-specific functionality,V
52546.0,GLOBAL_ATTRIBUTE17,Reserved for country-specific functionality,V
52546.0,GLOBAL_ATTRIBUTE18,Reserved for country-specific functionality,V
52546.0,GLOBAL_ATTRIBUTE19,Reserved for country-specific functionality,V
52546.0,GLOBAL_ATTRIBUTE2,Reserved for country-specific functionality,V
