SAP_TABLE_NAME,SAP_COL_NAME,ROLLNAME,SAP_DATATYPE,SAP_COL_DESCRIPTION
FAGLFLEXT,MSL09,MSLXX12,QUAN,Total of the transactions of period in units of measure
FAGLFLEXT,MSL10,MSLXX12,QUAN,Total of the transactions of period in units of measure
FAGLFLEXT,MSL11,MSLXX12,QUAN,Total of the transactions of period in units of measure
FAGLFLEXT,MSL12,MSLXX12,QUAN,Total of the transactions of period in units of measure
FAGLFLEXT,MSL13,MSLXX12,QUAN,Total of the transactions of period in units of measure
FAGLFLEXT,MSL14,MSLXX12,QUAN,Total of the transactions of period in units of measure
FAGLFLEXT,MSL15,MSLXX12,QUAN,Total of the transactions of period in units of measure
FAGLFLEXT,MSL16,MSLXX12,QUAN,Total of the transactions of period in units of measure
FAGLFLEXT,MSLVT,MSLVT12,QUAN,Balance carried forward of quantity
FAGLFLEXT,OBJNR00,G_OBJNR,INT4,Object number for table group
FAGLFLEXT,OBJNR01,G_OBJNR,INT4,Object number for table group
FAGLFLEXT,OBJNR02,G_OBJNR,INT4,Object number for table group
FAGLFLEXT,OBJNR03,G_OBJNR,INT4,Object number for table group
FAGLFLEXT,OBJNR04,G_OBJNR,INT4,Object number for table group
FAGLFLEXT,OBJNR05,G_OBJNR,INT4,Object number for table group
FAGLFLEXT,OBJNR06,G_OBJNR,INT4,Object number for table group
FAGLFLEXT,OBJNR07,G_OBJNR,INT4,Object number for table group
FAGLFLEXT,OBJNR08,G_OBJNR,INT4,Object number for table group
FAGLFLEXT,OSL01,OSLXX12,CURR,Total transactions for the period in the fourth currency
FAGLFLEXT,OSL02,OSLXX12,CURR,Total transactions for the period in the fourth currency
FAGLFLEXT,OSL03,OSLXX12,CURR,Total transactions for the period in the fourth currency
FAGLFLEXT,OSL04,OSLXX12,CURR,Total transactions for the period in the fourth currency
FAGLFLEXT,OSL05,OSLXX12,CURR,Total transactions for the period in the fourth currency
FAGLFLEXT,OSL06,OSLXX12,CURR,Total transactions for the period in the fourth currency
FAGLFLEXT,OSL07,OSLXX12,CURR,Total transactions for the period in the fourth currency
FAGLFLEXT,OSL08,OSLXX12,CURR,Total transactions for the period in the fourth currency
FAGLFLEXT,OSL09,OSLXX12,CURR,Total transactions for the period in the fourth currency
FAGLFLEXT,OSL10,OSLXX12,CURR,Total transactions for the period in the fourth currency
FAGLFLEXT,OSL11,OSLXX12,CURR,Total transactions for the period in the fourth currency
FAGLFLEXT,OSL12,OSLXX12,CURR,Total transactions for the period in the fourth currency
FAGLFLEXT,OSL13,OSLXX12,CURR,Total transactions for the period in the fourth currency
FAGLFLEXT,OSL14,OSLXX12,CURR,Total transactions for the period in the fourth currency
FAGLFLEXT,OSL15,OSLXX12,CURR,Total transactions for the period in the fourth currency
FAGLFLEXT,OSL16,OSLXX12,CURR,Total transactions for the period in the fourth currency
FAGLFLEXT,OSLVT,OSLVT12,CURR,Balance carried forward in fourth currency
FAGLFLEXT,PPRCTR,PPRCTR,CHAR,Partner Profit Center
FAGLFLEXT,PRCTR,PRCTR,CHAR,Profit Center
FAGLFLEXT,PSEGMENT,FB_PSEGMENT,CHAR,Partner Segment for Segmental Reporting
FAGLFLEXT,RACCT,RACCT,CHAR,Account Number
FAGLFLEXT,RASSC,RASSC,CHAR,Company ID of trading partner
FAGLFLEXT,RBUKRS,BUKRS,CHAR,Company Code
FAGLFLEXT,RBUSA,GSBER,CHAR,Business Area
FAGLFLEXT,RCLNT,MANDT,CLNT,Client
FAGLFLEXT,RCNTR,KOSTL,CHAR,Cost Center
FAGLFLEXT,RFAREA,FKBER,CHAR,Functional Area
FAGLFLEXT,RLDNR,FAGL_RLDNR,CHAR,Ledger in General Ledger Accounting
FAGLFLEXT,RMVCT,RMVCT,CHAR,Transaction Type
FAGLFLEXT,RPMAX,RPMAX,NUMC,Period
FAGLFLEXT,RRCTY,RRCTY,CHAR,Record Type
FAGLFLEXT,RTCUR,RTCUR,CUKY,Currency Key
FAGLFLEXT,RUNIT,MEINS,UNIT,Base Unit of Measure
FAGLFLEXT,RVERS,RVERS,CHAR,Version
FAGLFLEXT,RYEAR,GJAHR,NUMC,Fiscal Year
FAGLFLEXT,SBUSA,PARGB,CHAR,Trading partner's business area
FAGLFLEXT,SCNTR,SKOST,CHAR,Sender cost center
FAGLFLEXT,SEGMENT,FB_SEGMENT,CHAR,Segment for Segmental Reporting
FAGLFLEXT,SFAREA,SFKBER,CHAR,Partner Functional Area
FAGLFLEXT,TIMESTAMP,TIMESTAMP,DEC,UTC Time Stamp in Short Form (YYYYMMDDhhmmss)
FAGLFLEXT,TSL01,TSLXX12,CURR,Total of transactions of the period in transaction currency
FAGLFLEXT,TSL02,TSLXX12,CURR,Total of transactions of the period in transaction currency
FAGLFLEXT,TSL03,TSLXX12,CURR,Total of transactions of the period in transaction currency
BKPF,.INCLU--AP, , ,
BKPF,.INCLU--AP, , ,
BKPF,.INCLU--AP, , ,
BKPF,.INCLU--AP, , ,
BKPF,.INCLU--AP, , ,
BKPF,.INCLUDE, , ,
BKPF,.INCLUDE, , ,
BKPF,.INCLUDE, , ,
BKPF,ADISC,J_1ADISC,CHAR,Indicator: entry represents a discount document
BKPF,AEDAT,AEDAT_BKPF,DATS,Date of the Last Document Change by Transaction
BKPF,ARCID,EXTID_BKPF,CHAR,Extract ID Document Header
BKPF,AUSBK,AUSBK,CHAR,Source Company Code
BKPF,AWKEY,AWKEY,CHAR,Reference Key
BKPF,AWSYS,LOGSYSTEM,CHAR,Logical System
BKPF,AWTYP,AWTYP,CHAR,Reference Transaction
BKPF,BASW2,CURSR,CHAR,Source Currency for Currency Translation
BKPF,BASW3,CURSR,CHAR,Source Currency for Currency Translation
BKPF,BATCH,LOTKZ,CHAR,Lot Number for Documents
BKPF,BELNR,BELNR_D,CHAR,Accounting Document Number
BKPF,BKTXT,BKTXT,CHAR,Document Header Text
BKPF,BLART,BLART,CHAR,Document Type
BKPF,BLDAT,BLDAT,DATS,Document Date in Document
BKPF,BLIND,FM_BLIND,CHAR,Budgetary Ledger Indicator
BKPF,BRNCH,J_1ABRNCH,CHAR,Branch Number
BKPF,BSTAT,BSTAT_D,CHAR,Document Status
BKPF,BUDAT,BUDAT,DATS,Posting Date in the Document
BKPF,BUKRS,BUKRS,CHAR,Company Code
BKPF,BVORG,BVORG,CHAR,Number of Cross-Company Code Posting Transaction
BKPF,CCINS,CCINS_30F,CHAR,Payment cards: Card type
BKPF,CCNUM,CCNUM_30F,CHAR,Payment cards: Card number
BKPF,CPUDT,CPUDT,DATS,Day On Which Accounting Document Was Entered
BKPF,CPUTM,CPUTM,TIMS,Time of Entry
BKPF,CURT2,CURT2,CHAR,Currency Type of Second Local Currency
BKPF,CURT3,CURT3,CHAR,Currency Type of Third Local Currency
BKPF,DBBLG,DBBLG,CHAR,Recurring Entry Document Number
BKPF,DOKID,DOKID_BKPF,CHAR,Document Name in the Archive System
BKPF,DUEFL,DUEFL_BKPF,CHAR,Status of Data Transfer into Subsequent Release
BKPF,EXCLUDE_FLAG,EXCLUDE_FLG,CHAR,PPA Exclude Indicator
BKPF,FIKRS,FIKRS,CHAR,Financial Management Area
BKPF,FM_UMART,FM_UMART,CHAR,Type of Payment Transfer
BKPF,FRATH,FRATH,CURR,Unplanned delivery costs
BKPF,GJAHR,GJAHR,NUMC,Fiscal Year
BKPF,GLVOR,GLVOR,CHAR,Business Transaction
BKPF,GRPID,GRPID_BKPF,CHAR,Batch Input Session Name
BKPF,HWAE2,HWAE2,CUKY,Currency Key of Second Local Currency
BKPF,HWAE3,HWAE3,CUKY,Currency Key of Third Local Currency
BKPF,HWAER,HWAER,CUKY,Local Currency
BKPF,IBLAR,IBLAR,CHAR,Internal Document Type for Document Control
BKPF,INTDATE,FM_INTDATE,DATS,Interest Calc. Date
BKPF,INTFORM,FM_INTFORM,CHAR,Interest Formula
BKPF,KNUMV,KNUMV,CHAR,Number of the document condition
BKPF,KURS2,KURS2,DEC,Exchange Rate for the Second Local Currency
BKPF,KURS3,KURS3,DEC,Exchange Rate for the Third Local Currency
BKPF,KURSF,KURSF,DEC,Exchange rate
BKPF,KUTY2,KURST,CHAR,Exchange Rate Type
BKPF,KUTY3,KURST,CHAR,Exchange Rate Type
BKPF,KZKRS,KZKRS,DEC,Group Currency Exchange Rate
BKPF,KZWRS,KZWRS,CUKY,Currency Key for the Group Currency
BKPF,LDGRP,FAGL_LDGRP,CHAR,Ledger Group
BKPF,LOTKZ,PSO_LOTKZ,CHAR,Lot Number for Requests
BKPF,MANDT,MANDT,CLNT,Client
BKPF,MONAT,MONAT,NUMC,Fiscal Period
BKPF,NUMPG,J_1ANOPG,NUMC,Number of pages of invoice
BKPF,OFFSET_REFER_DAT,FMFG_REFERRED_OFFSET_DAT,DATS,Date Record Referred to Treasury
BKPF,OFFSET_STATUS,FMFG_OFFSET_STATUS,CHAR,Treasury Offset Status
BKPF,PENRC,PENRC,CHAR,Reason for late payment
BKPF,PPNAM,PPNAM,CHAR,Name of User Who Parked this Document
BKPF,PROPMANO,RE_MANDAT,CHAR,Real Estate Management Mandate
BKPF,PSOAK,PSOAK,CHAR,Reason
BKPF,PSOBT,PSOBT,DATS,Posting Day
BKPF,PSODT,AEDAT,DATS,Changed On
BKPF,PSOFN,PSOFN,CHAR,IS-PS: File number
BKPF,PSOKS,PSOKS,CHAR,Region
BKPF,PSOSG,PSOSG,CHAR,Reason for reversal - IS-PS requests
BKPF,PSOTM,PSOTM,TIMS,Last changed at
BKPF,PSOTY,PSOTY_D,CHAR,Document category payment requests
BKPF,PSOZL,PSOZL,CHAR,Actual posting
BKPF,REINDAT,REINDAT,DATS,Invoice Receipt Date
BKPF,RLDNR,FAGL_RLDNR,CHAR,Ledger in General Ledger Accounting
BKPF,SAMPLED,SAMPLED,CHAR,Sampled Invoice by Payment Certification
BKPF,SNAME,UNAME,CHAR,User Name
BKPF,SSBLK,SSBLK,CHAR,Payment Statistical Sampling Block
BKPF,STBLG,STBLG,CHAR,Reverse Document Number
BKPF,STGRD,STGRD,CHAR,Reason for Reversal
BKPF,STJAH,STJAH,NUMC,Reverse document fiscal year
BKPF,STODT,STODT,DATS,Planned Date for the Reverse Posting
BKPF,TCODE,TCODE,CHAR,Transaction Code
BKPF,TXKRS,TXKRS_BKPF,DEC,Exchange Rate for Taxes
BKPF,UMRD2,UMRD2,CHAR,Translation Date Type for Second Local Currency
BKPF,UMRD3,UMRD3,CHAR,Translation Date Type for Third Local Currency
BKPF,UPDDT,UPDDT,DATS,Date of the Last Document Update
BKPF,USNAM,USNAM,CHAR,User Name
BKPF,VATDATE,VATDATE,DATS,Tax Reporting Date
BKPF,WAERS,WAERS,CUKY,Currency Key
BKPF,WWERT,WWERT_D,DATS,Translation Date
BKPF,XBLNR,XBLNR1,CHAR,Reference Document Number
BKPF,XBLNR_ALT,XBLNR_ALT,CHAR,Alternative Reference Number
BKPF,XMWST,XMWST,CHAR,Calculate tax automatically
BKPF,XNETB,XNETB,CHAR,Indicator: Document posted net ?
BKPF,XREF1_HD,XREF1_HD,CHAR,Reference Key 1 Internal for Document Header
BKPF,XREF2_HD,XREF2_HD,CHAR,Reference Key 2 Internal for Document Header
BKPF,XREVERSAL,XREVERSAL,CHAR,Specifies whether doc. is reversal doc. or reversed doc.
BKPF,XRUEB,XRUEB,CHAR,Indicator: Document is posted to a previous period
BKPF,XSNET,XSNET,CHAR,G/L account amounts entered exclude tax
BKPF,XSTOV,XSTOV,CHAR,Indicator: Document is flagged for reversal
BKPF,XUSVR,XUSVR_BKPF,CHAR,Indicator: US taxes changed at detail level ?
BKPF,XWVOF,XWVOF,CHAR,Indicator: Customer bill of exchange payment before due date
EORD,AUTET,AUTET,CHAR,Source List Usage in Materials Planning
EORD,BDATU,ORDBI,DATS,Source List Record Valid To
EORD,EBELN,EVRTN,CHAR,Agreement Number
EORD,EBELP,EVRTP,NUMC,Agreement Item
EORD,EKORG,EKORG,CHAR,Purchasing Organization
EORD,EMATN,EMATN,CHAR,Material Number Corresponding to Manufacturer Part Number
EORD,EORTP,EORTP,CHAR,Category of Source List Record
EORD,ERDAT,ERDAT,DATS,Date on Which Record Was Created
EORD,ERNAM,ERNAM,CHAR,Name of Person who Created the Object
EORD,FEBEL,FEBEL,CHAR,Fixed Outline Purchase Agreement Item
EORD,FLIFN,FLIFN,CHAR,Indicator: Fixed vendor
EORD,FRESW,FRESW,CHAR,Fixed issuing plant in case of stock transport order
EORD,LIFNR,ELIFN,CHAR,Vendor Account Number
EORD,LOGSY,LOGSYSTEM,CHAR,Logical System
EORD,MANDT,MANDT,CLNT,Client
EORD,MATNR,MATNR,CHAR,Material Number
EORD,MEINS,BSTME,UNIT,Purchase Order Unit of Measure
EORD,NOTKZ,ORDSP,CHAR,Blocked Source of Supply
EORD,RESWK,BEWRK,CHAR,Plant from Which Material is Procured
EORD,SOBKZ,SOBKZ,CHAR,Special Stock Indicator
EORD,VDATU,ORDAB,DATS,Source List Record Valid From
EORD,VRTYP,BSTYP,CHAR,Purchasing Document Category
EORD,WERKS,EWERK,CHAR,Plant
EORD,ZEORD,DZEORD,NUMC,Number of Source List Record
JSTO,CHGKZ,J_CHGKZ,CHAR,Indicator: Change documents are active
JSTO,CHGNR,J_CHGNR,NUMC,Change number
JSTO,MANDT,MANDT,CLNT,Client
JSTO,OBJNR,J_OBJNR,CHAR,Object number
JSTO,OBTYP,J_OBTYP,CHAR,Object Category
JSTO,STSMA,J_STSMA,CHAR,Status Profile
KNB4,AGN01,AGNXX,CURR,Gross Total of Cleared Items with Cash Discount Not Taken
KNB4,AGN02,AGNXX,CURR,Gross Total of Cleared Items with Cash Discount Not Taken
KNB4,AGN03,AGNXX,CURR,Gross Total of Cleared Items with Cash Discount Not Taken
KNB4,AGN04,AGNXX,CURR,Gross Total of Cleared Items with Cash Discount Not Taken
KNB4,AGN05,AGNXX,CURR,Gross Total of Cleared Items with Cash Discount Not Taken
KNB4,AGN06,AGNXX,CURR,Gross Total of Cleared Items with Cash Discount Not Taken
KNB4,AGN07,AGNXX,CURR,Gross Total of Cleared Items with Cash Discount Not Taken
KNB4,AGN08,AGNXX,CURR,Gross Total of Cleared Items with Cash Discount Not Taken
KNB4,AGN09,AGNXX,CURR,Gross Total of Cleared Items with Cash Discount Not Taken
KNB4,AGN10,AGNXX,CURR,Gross Total of Cleared Items with Cash Discount Not Taken
KNB4,AGN11,AGNXX,CURR,Gross Total of Cleared Items with Cash Discount Not Taken
KNB4,AGN12,AGNXX,CURR,Gross Total of Cleared Items with Cash Discount Not Taken
KNB4,AGN13,AGNXX,CURR,Gross Total of Cleared Items with Cash Discount Not Taken
KNB4,AGN14,AGNXX,CURR,Gross Total of Cleared Items with Cash Discount Not Taken
KNB4,AGN15,AGNXX,CURR,Gross Total of Cleared Items with Cash Discount Not Taken
KNB4,AGN16,AGNXX,CURR,Gross Total of Cleared Items with Cash Discount Not Taken
KNB4,AGS01,AGSXX,CURR,Gross Total of Cleared Items without Cash Discount Loss
KNB4,AGS02,AGSXX,CURR,Gross Total of Cleared Items without Cash Discount Loss
KNB4,AGS03,AGSXX,CURR,Gross Total of Cleared Items without Cash Discount Loss
KNB4,AGS04,AGSXX,CURR,Gross Total of Cleared Items without Cash Discount Loss
KNB4,AGS05,AGSXX,CURR,Gross Total of Cleared Items without Cash Discount Loss
KNB4,AGS06,AGSXX,CURR,Gross Total of Cleared Items without Cash Discount Loss
KNB4,AGS07,AGSXX,CURR,Gross Total of Cleared Items without Cash Discount Loss
KNB4,AGS08,AGSXX,CURR,Gross Total of Cleared Items without Cash Discount Loss
KNB4,AGS09,AGSXX,CURR,Gross Total of Cleared Items without Cash Discount Loss
KNB4,AGS10,AGSXX,CURR,Gross Total of Cleared Items without Cash Discount Loss
KNB4,AGS11,AGSXX,CURR,Gross Total of Cleared Items without Cash Discount Loss
KNB4,AGS12,AGSXX,CURR,Gross Total of Cleared Items without Cash Discount Loss
KNB4,AGS13,AGSXX,CURR,Gross Total of Cleared Items without Cash Discount Loss
KNB4,AGS14,AGSXX,CURR,Gross Total of Cleared Items without Cash Discount Loss
KNB4,AGS15,AGSXX,CURR,Gross Total of Cleared Items without Cash Discount Loss
KNB4,AGS16,AGSXX,CURR,Gross Total of Cleared Items without Cash Discount Loss
KNB4,ANZ01,ANZXX,DEC,Number of Incoming Payments during the Period
KNB4,ANZ02,ANZXX,DEC,Number of Incoming Payments during the Period
KNB4,ANZ03,ANZXX,DEC,Number of Incoming Payments during the Period
KNB4,ANZ04,ANZXX,DEC,Number of Incoming Payments during the Period
KNB4,ANZ05,ANZXX,DEC,Number of Incoming Payments during the Period
KNB4,ANZ06,ANZXX,DEC,Number of Incoming Payments during the Period
KNB4,ANZ07,ANZXX,DEC,Number of Incoming Payments during the Period
KNB4,ANZ08,ANZXX,DEC,Number of Incoming Payments during the Period
KNB4,ANZ09,ANZXX,DEC,Number of Incoming Payments during the Period
KNB4,ANZ10,ANZXX,DEC,Number of Incoming Payments during the Period
KNB4,ANZ11,ANZXX,DEC,Number of Incoming Payments during the Period
AEDT,AEDAT,CC_AEDAT,DATS,Date of Last Change
AEDT,AEDTN,CC_AEDTN,CHAR,Alternative date external key
AEDT,AEDTO,CC_AEDTO,CHAR,Indicator: Objects allocated
AEDT,AEDTZ,AEDTZ,NUMC,Engineering change management: alternative date counter
AEDT,AENAM,CC_AENAM,CHAR,Name of person who changed object
AEDT,AENNR,AENNR,CHAR,Change Number
AEDT,ANDAT,CC_ANDAT,DATS,Date record created on
AEDT,ANNAM,CC_ANNAM,CHAR,User who created record
AEDT,DATUV,CC_CCDAT,DATS,Valid-From Date
AEDT,MANDT,MANDT,CLNT,Client
DRAT,DKTXT,DKTXT,CHAR,Document description
DRAT,DKTXT_UC,DKTXT_UC,CHAR,DMS: short texts in capital letters
DRAT,DOKAR,DOKAR,CHAR,Document Type
DRAT,DOKNR,DOKNR,CHAR,Document number
DRAT,DOKTL,DOKTL_D,CHAR,Document Part
DRAT,DOKVR,DOKVR,CHAR,Document Version
DRAT,LANGU,CVLANG,LANG,Language
DRAT,LTXIN,LTXIN,CHAR,Indicator: long text exists
DRAT,MANDT,MANDT,CLNT,Client
DRAW,ADATUM,ADATUM,DATS,Output date for document
DRAW,AENNR,DAENR,CHAR,Change Number
DRAW,BEGRU,BEGRU,CHAR,Authorization Group
DRAW,CADKZ,CADKZ,CHAR,CAD Indicator
DRAW,CM_FIXED,DMS_CM_FIXED,CHAR,Document fixed
DRAW,CM_RELEVANCE,DE_CM_RELEVANCE_FLAG,CHAR,Relevant for Configuration Management
DRAW,DAPPL,DAPPL,CHAR,Application
DRAW,DAPPL1,DAPPL,CHAR,Application
DRAW,DOKAR,DOKAR,CHAR,Document Type
DRAW,DOKNR,DOKNR,CHAR,Document number
DRAW,DOKNR_VL,DOKNR_VL,CHAR,Document Number of Source Document
DRAW,DOKST,DOKST,CHAR,Document Status
DRAW,DOKTL,DOKTL_D,CHAR,Document Part
DRAW,DOKTL_VL,DOKTL_VL,CHAR,Document part of source document
DRAW,DOKVR,DOKVR,CHAR,Document Version
DRAW,DOKVR_VL,DOKVR_VL,CHAR,Document version of source document
DRAW,DTTRG,DTTRG,CHAR,Name of Data Carrier
DRAW,DTTRG1,DTTRG,CHAR,Name of Data Carrier
DRAW,DWNAM,DWNAM,CHAR,Name of person responsible
DRAW,FILELEN,ORLN,NUMC,File length of original
DRAW,FILELEN1,ORLN,NUMC,File length of original
DRAW,FILEP,FILEP,CHAR,Original of document
DRAW,FILEP1,FILEP,CHAR,Original of document
DRAW,LABOR,LABOR,CHAR,Laboratory/design office
DRAW,LOEDK,LOEDK,CHAR,Deletion indicator
DRAW,MANDT,MANDT,CLNT,Client
DRAW,MRK_DTTRG,DTTRG,CHAR,Name of Data Carrier
DRAW,MRK_DTTRG1,DTTRG,CHAR,Name of Data Carrier
DRAW,MRK_FILEP,FILEP,CHAR,Original of document
DRAW,MRK_FILEP1,FILEP,CHAR,Original of document
DRAW,PREAR,PREAR,CHAR,Document type of the superior document
DRAW,PRENR,PRENR,CHAR,Document number of superior document
DRAW,PRETL,PRETL,CHAR,Document Part of Superior Document
DRAW,PREVR,PREVR,CHAR,Document version of superior document
DRAW,RES1,RESDRAW,CHAR,Reserve field DRAW
DRAW,RES2,RESDRAW,CHAR,Reserve field DRAW
DRAW,RES3,RESDRAW,CHAR,Reserve field DRAW
DRAW,RES4,RESDRAW,CHAR,Reserve field DRAW
DRAW,VPRIOR,VPRIOR,NUMC,Processing priority
DRAW,VRLDAT,VRLDAT,DATS,Due Date
DRAW,WERKA,WERKA,CHAR,Plant
EINA,ANZPU,ANZPU,QUAN,Number of Points
EINA,ERDAT,ERDAT,DATS,Date on Which Record Was Created
EINA,ERNAM,ERNAM,CHAR,Name of Person who Created the Object
EINA,IDNLF,IDNLF,CHAR,Material Number Used by Vendor
EINA,INFNR,INFNR,CHAR,Number of Purchasing Info Record
EINA,KOLIF,KOLIF,CHAR,Prior Vendor
EINA,LIFAB,LIFAB,DATS,Available (Deliverable) From
EINA,LIFBI,LIFBI,DATS,Available (Deliverable) Until
EINA,LIFNR,ELIFN,CHAR,Vendor Account Number
EINA,LMEIN,MEINS,UNIT,Base Unit of Measure
EINA,LOEKZ,ILOEA,CHAR,Purchasing info: General data flagged for deletion
EINA,LTSNR,LTSNR,CHAR,Vendor Subrange
EINA,LTSSF,LTSSF,NUMC,Sort Sequence Number
EINA,MAHN1,MAHN1,DEC,Number of Days for First Reminder/Expediter
EINA,MAHN2,MAHN2,DEC,Number of Days for Second Reminder/Expediter
EINA,MAHN3,MAHN3,DEC,Number of Days for Third Reminder/Expediter
EINA,MANDT,MANDT,CLNT,Client
EINA,MATKL,MATKL,CHAR,Material Group
EINA,MATNR,MATNR,CHAR,Material Number
EINA,MEINS,BSTME,UNIT,Purchase Order Unit of Measure
EINA,MFRNR,MFRNR1,CHAR,Manufacturer
EINA,PUNEI,PUNEI,UNIT,Points unit
EINA,REGIO,REGIO,CHAR,"Region (State, Province, County)"
EINA,RELIF,RELIF,CHAR,Regular Vendor
EINA,RUECK,W_RUECKNV,CHAR,Return Agreement
EINA,SORTL,SORTI,CHAR,Sort Term for Non-Stock Info Records
EINA,TELF1,TELF0,CHAR,Vendor's Telephone Number
EINA,TXZ01,EINATX,CHAR,Short Text for Purchasing Info Record
EINA,UMREN,UMBSN,DEC,Denominator for Conversion of Order Unit to Base Unit
EINA,UMREZ,UMBSZ,DEC,Numerator for Conversion of Order Unit to Base Unit
EINA,URZDT,URZDT,DATS,Certificate of Origin Valid Until
EINA,URZLA,ULAND,CHAR,Country of Issue of Certificate of Origin
EINA,URZNR,URZNR,CHAR,Certificate Number
EINA,URZTP,URZTP,CHAR,Certificate Category
EINA,URZZT,URZZT,CHAR,Number
EINA,VABME,VABME,CHAR,Variable Purchase Order Unit Active
EINA,VERKF,VERKF,CHAR,Salesperson Responsible in the Event of Queries
EINA,WGLIF,WGLIF,CHAR,Vendor Material Group
EINE,.INCLU--AP, , ,
EINE,.INCLUDE, , ,
EINE,ABSKZ,ABSKZ,CHAR,Rejection Indicator
EINE,AMOAM,AMOAM,QUAN,Amortized actual quantity
EINE,AMOAW,AMOAW,CURR,Amortized actual value
EINE,AMOBM,AMOBM,QUAN,Amortized planned quantity
EINE,AMOBW,AMOBW,CURR,Amortized planned value
EINE,AMODB,AMODB,DATS,Amortization period to
EINE,AMODV,AMODV,DATS,Amortization period from
EINE,AMORS,AMORS,CHAR,Indicator: Amortization reset
EINE,ANFNR,ANFNR,CHAR,RFQ Number
EINE,ANFPS,ANFPS,NUMC,Item Number of RFQ
EINE,ANGDT,ANGDT,DATS,Quotation Validity Date
EINE,ANGNR,ANGNR,CHAR,Quotation Number
EINE,APLFZ,PLIFZ,DEC,Planned Delivery Time in Days
EINE,BONUS,WRBON,CHAR,Indicator: Volume-Based Rebate
EINE,BPRME,BBPRM,UNIT,Order Price Unit (Purchasing)
EINE,BPUMN,BPUMN,DEC,Denominator for Conv. of Order Price Unit into Order Unit
EINE,BPUMZ,BPUMZ,DEC,Numerator for Conversion of Order Price Unit into Order Unit
EINE,BSTAE,BSTAE,CHAR,Confirmation Control Key
EINE,BSTMA,MAXBM,QUAN,Maximum Purchase Order Quantity
EINE,BSTYP,BSTYP,CHAR,Purchasing Document Category
EINE,BWTAR,BWTAR_D,CHAR,Valuation Type
EINE,DATLB,DATLB,DATS,Date of Last PO or Sched. Agreement Document in Info Record
EINE,EBELN,EBELN,CHAR,Purchasing Document Number
EINE,EBELP,EBELP,NUMC,Item Number of Purchasing Document
EINE,EBON2,EBON2,CHAR,"Settlement Group 2 (Rebate Settlement, Purchasing)"
EINE,EBON3,EBON3,CHAR,"Settlement Group 3 (Rebate Settlement, Purchasing)"
EINE,EBONF,EBONF,CHAR,Item Not Relevant to Subseq. (Period-End Rebate) Settlement
EINE,EBONU,EBONU,CHAR,Settlement Group 1 (Purchasing)
EINE,EFFPR,EFFPR,CURR,Effective Price in Purchasing Info Record
EINE,EKGRP,BKGRP,CHAR,Purchasing Group
EINE,EKKOL,EKKOG,CHAR,Condition Group with Vendor
EINE,EKORG,EKORG,CHAR,Purchasing Organization
EINE,ERDAT,ERDAT,DATS,Date on Which Record Was Created
EINE,ERNAM,ERNAM,CHAR,Name of Person who Created the Object
EINE,ESOKZ,ESOKZ,CHAR,Purchasing info record category
EINE,EVERS,EVERS,CHAR,Shipping Instructions
EINE,EXPRF,EXPRF,CHAR,Export/Import Procedure for Foreign Trade
EINE,INCO1,INCO1,CHAR,Incoterms (Part 1)
EINE,INCO2,INCO2,CHAR,Incoterms (Part 2)
EINE,INFNR,INFNR,CHAR,Number of Purchasing Info Record
EINE,IPRKZ,DATTP,CHAR,Period Indicator for Shelf Life Expiration Date
EINE,J_1BNBM,J_1BNBMCO1,CHAR,Brazilian NCM Code
EINE,KZABS,KZABS,CHAR,Order Acknowledgment Requirement
EINE,LOEKZ,ILOEE,CHAR,Purch. info: Purch. organization data flagged for deletion
EINE,MANDT,MANDT,CLNT,Client
EINE,MEGRU,MEGRU,CHAR,Unit of Measure Group
EINE,MEPRF,MEPRF,CHAR,Price Determination (Pricing) Date Control
EINE,MGBON,MGBON,CHAR,Indicator: Quantity-Based Volume Rebate
EINE,MHDRZ,MHDRZ,DEC,Minimum Remaining Shelf Life
EINE,MINBM,MINBM,QUAN,Minimum Purchase Order Quantity
EINE,MTXNO,MTXNO,CHAR,Material Master Record PO Text Not Relevant
EINE,MWSKZ,MWSKZ,CHAR,Sales Tax Code
EINE,NETPR,IPREI,CURR,Net Price in Purchasing Info Record
EINE,NORBM,NORBM,QUAN,Standard Purchase Order Quantity
EINE,PEINH,EPEIN,DEC,Price Unit
EINE,PRDAT,PRGBI,DATS,Price Valid Until
EINE,RDPRF,RDPRF,CHAR,Rounding Profile
EINE,SKTOF,ESKTOF,CHAR,Item Does Not Qualify for Cash Discount
EINE,SPE_CRE_REF_DOC,/SPE/CRE_REF_DOC,CHAR,Create Purchase Order for Delivery Without Reference
EINE,STAGING_TIME,WRF_PSCD_MST,DEC,Staging Time in Days
EINE,TRANSPORT_CHAIN,WRF_PSCD_TC_ID,CHAR,Transportation Chain
EINE,UEBTK,UEBTK,CHAR,Indicator: Unlimited Overdelivery Allowed
EINE,UEBTO,UEBTO,DEC,Overdelivery Tolerance Limit
EINE,UNTTO,UNTTO,DEC,Underdelivery Tolerance Limit
EINE,VERID,VERID,CHAR,Production Version
EINE,WAERS,WAERS,CUKY,Currency Key
EINE,WEBRE,WEBRE,CHAR,Indicator: GR-Based Invoice Verification
EINE,WERKS,EWERK,CHAR,Plant
EINE,XERSN,XERSN,CHAR,No Evaluated Receipt Settlement (ERS)
LFM1,.INCLU--AP, , ,
